Company,Current_Ticker,Ticker_At_Start,Activist_Group,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Date_And_Time,Year,Month,Date,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return,Hp_Alpha,One_Year_Alpha,Follower_Alpha,Activist_Tactics
Nocopi Technologies Inc,NNUP US Equity,NNUP US,Eriksen Capital Management LLC,4: Board Control; Remove Director/Withhold Votes; Board Representation; Declassify Board,10.91549,9.56E+06,7.1,Start: 2021-05-06. UTC: 2021-05-06T20:33:59.000Z,2021,5,6,Secondary Focus,679058.2,5.140845,12.35915,5.492297,10.37677,14.77554,12.84485,10.07193,Call for Meeting; Formal Notice for Proxy Fight
Firsthand Technology Value Fund Inc,SVVC US Equity,SVVC US,Rawleigh Hazen Ralls IV,"3: Remove Director/Withhold Votes; Other (Terminate Investment Management Agreement); Other (Financial disclosure of IntraOp Medical, Hera Systems and WrightSpeed Prior to May 25th AGM)",-51.3889,4.47E+07,3.7,Start: 2021-05-07. UTC: 2021-05-07T13:04:00.005Z,2021,5,7,Occasional Activist,1652679,0.771605,-54.0123,-51.7611,-50.1679,-45.6454,-53.5266,-45.3121,
Tortoise Energy Independence Fund Inc,NDP US Equity,NDP US,Bulldog Investors LLP,Discussions only,67.06383,3.53E+07,10.59,Start: 2021-05-10. UTC: 2021-05-10T13:16:33.000Z,2021,5,10,Secondary Focus,3741977,1.832461,57.06527,64.05753,65.68297,70.99565,61.21747,66.97841,
Duke Energy Corp,DUK US Equity,DUK US,Elliott Investment Management LP,5: Board Representation; Break Up; Strategic Review; Other (Add independent director); Compensation Changes,14.36255,7.76E+10,0.13,Start: 2021-05-10. UTC: 2021-05-10T17:08:27.085Z,2021,5,10,Core Activist,1.01E+08,2.855443,12.18329,11.18765,14.11461,18.29437,16.33549,14.10853,Letter to Company
Fluidigm Corp,LAB US Equity,FLDM US,Caligan Partners LP,Discussions only,-62.5268,3.50E+08,11.2,Start: 2021-05-10. UTC: 2021-05-10T21:21:15.000Z,2021,5,10,Core Activist,39208568,17.55889,-55.7816,-68.1239,-39.6251,-64.2476,-51.0482,-70.7337,
At Home Group Inc,HOME US Equity,HOME US,Honest Capital LLC,2: Oppose Merger (Target); Sale of Company,1.900826,2.38E+09,,Start: 2021-05-11. UTC: 2021-05-11T11:16:00.863Z,2021,5,11,Secondary Focus,,0.440771,1.900826,1.453648,1.900826,-3.74826,-2.68269,-5.11877,Letter to Company
Callon Petroleum Co,CPE US Equity,CPE US,JB Investments Management LLC,Discussions only,37.60064,1.72E+09,6.6,Start: 2021-05-13. UTC: 2021-05-13T16:43:40.000Z,2021,5,13,Occasional Activist,1.14E+08,-8.82984,24.47665,50.92729,37.60064,34.54104,24.0251,,
Friedman Industries Inc,FRD US Equity,FRD US,Ault Alliance Inc,1: Other (Explore business combination),41.67498,6.93E+07,6.02,Start: 2021-05-14. UTC: 2021-05-14T10:09:23.000Z,2021,5,14,Secondary Focus,4169795,2.093719,-9.22123,38.76953,41.67498,37.11794,-8.44787,35.75727,
My Size Inc,MYSZ US Equity,MYSZ US,Activist Investing LLC,3: Board Control; Other (Demand for Inspection of Books and Records); Compensation Changes,-53.5088,1.43E+07,9.99,Start: 2021-05-14. UTC: 2021-05-14T17:21:21.000Z,2021,5,14,Core Activist,1427941,8.77193,-78.9474,-57.2581,-53.5088,-71.0595,-78.174,-73.072,Formal Notice for Proxy Fight; Activist Lawsuit; Call for Meeting
At Home Group Inc,HOME US Equity,HOME US,CAS Investment Partners LLC,3: Oppose Merger (Target); Sale of Company; Board Representation,1.900826,2.38E+09,17,Start: 2021-05-16. UTC: 2021-05-16T21:15:00.383Z,2021,5,16,Occasional Activist,4.04E+08,3.939394,1.900826,-1.9613,1.900826,-4.07547,-3.0066,-8.20616,Formal Notice for Proxy Fight; Letter to Company; Threaten Fight
Abraxas Petroleum Corp,AXAS US Equity,AXAS US,Angelo Gordon & Co LP,1: Other (Restructuring Proposal for Abraxas Petroleum Corporation),-47.1154,1.75E+07,16.57,Start: 2021-05-17. UTC: 2021-05-17T13:11:13.000Z,2021,5,17,Occasional Activist,2902666,7.211538,1.923077,-50.6727,-47.1154,-60.1322,2.57385,-63.9759,
NN Inc,NNBR US Equity,NNBR US,Corre Partners Management LLC,Stake Only 13D: 1 Board Seat Granted,-85.8257,3.31E+08,9.99,Start: 2021-05-17. UTC: 2021-05-17T14:01:25.000Z,2021,5,17,Occasional Activist,33083384,3.250975,-68.0104,-86.272,-63.6853,-87.8617,-67.3596,-88.5665,
Vonage Holdings Corp,VG US Equity,VG US,JANA Partners LLC,3: Strategic Review; Sale of Company; Break Up,58.94495,3.29E+09,2.31,Start: 2021-05-17. UTC: 2021-05-17T19:30:12.356Z,2021,5,17,Core Activist,75956630,2.828746,42.96636,54.57249,58.94495,52.41278,,,
Insight Enterprises Inc,NSIT US Equity,NSIT US,ValueAct Capital Management LLC,Discussions only,19.41584,3.57E+09,6.5,Start: 2021-05-17. UTC: 2021-05-17T21:14:37.000Z,2021,5,17,Core Activist,2.32E+08,-0.98515,-0.29703,20.60397,9.650552,17.12135,4.102395,17.44353,
Landmark Infrastructure Partners LP,LMRK US Equity,LMRK US,Verde Investments Inc,1: Acquire Company,26.86463,3.32E+08,8.075,Start: 2021-05-19. UTC: 2021-05-19T21:20:26.000Z,2021,5,19,Occasional Activist,26818819,0.537222,30.07393,26.18673,26.86463,16.54304,16.19299,17.02707,Letter to Company; Unsolicited Bid
AMREP Corp,AXR US Equity,AXR US,James H Dahl,2: Sale of Company; Strategic Review,16.21412,9.44E+07,7.1,Start: 2021-05-20. UTC: 2021-05-20T19:45:04.000Z,2021,5,20,Occasional Activist,6702272,-2.01707,-5.27541,18.60649,8.138244,12.76382,-1.41814,16.24575,
Exxon Mobil Corp,XOM US Equity,XOM US,Federated Hermes Inc,1: Support 3rd Party Activist,66.48466,2.49E+11,0.15,Start: 2021-05-21. UTC: 2021-05-21T19:37:15.000Z,2021,5,21,Engagement Focus,3.74E+08,0.135962,64.10545,66.25861,51.06399,61.31497,,61.01073,
AutoWeb Inc,AUTO US Equity,AUTO US,Global Value Investment Corp,Discussions only,-85.9928,3.73E+07,5.29,Start: 2021-05-24. UTC: 2021-05-24T18:01:45.000Z,2021,5,24,Secondary Focus,1973196,4.33213,-81.0072,-86.5744,-78.6947,-82.9516,-77.2,-82.5721,
CytoDyn Inc,CYDY US Equity,CYDY US,Paul Rosenbaum group,2: Board Control; Management Changes,-83.0189,1.30E+09,5.67,Start: 2021-05-24. UTC: 2021-05-24T21:16:02.000Z,2021,5,24,Occasional Activist,73670055,-5.18868,-84.9009,-82.0896,-70.5767,-74.7938,-81.0416,-74.0588,Formal Notice for Proxy Fight; Letter to Company; Activist Lawsuit
Yatra Online Inc,YTRA US Equity,YTRA US,Catamount Strategic Advisors LLC,Stake Only 13D: No Public Activism,-18.3575,1.23E+08,3.5,Start: 2021-05-25. UTC: 2021-05-25T11:37:11.000Z,2021,5,25,Occasional Activist,4126182,-1.93237,-18.3575,-16.7488,-18.3575,-14.4982,-14.4982,-13.093,
MDC Partners Inc,MDCA US Equity,MDCA US,Indaba Capital Management LP,1: Oppose Acquisition,15.56503,3.69E+08,12,Start: 2021-05-26. UTC: 2021-05-27T02:11:52.998Z,2021,5,26,Secondary Focus,44237112,-3.83795,15.56503,20.17738,15.56503,9.908229,10.768,14.65303,Letter to Company
Sahara Enterprises Inc,1666919D US Equity,1666919D US,Avery Woods,2: Board Control; Realize NAV,,,11.4,Start: 2021-05-27. First Affected: 2021-05-27,2021,5,27,Occasional Activist,,,,,,,,,Formal Notice for Proxy Fight
SWK Holdings Corp,SWKH US Equity,SWKH US,Cannell Capital LLC,1: Other (Increase holding to 51%),8.241085,2.08E+08,5.87,Start: 2021-05-27. UTC: 2021-05-27T19:12:34.000Z,2021,5,27,Core Activist,12212870,-0.79951,17.83518,9.113456,4.252885,6.796661,17.31301,7.796203,Letter to Company
Cutera Inc,CUTR US Equity,CUTR US,"Voce Capital Management LLC and David H Mowry ""Dave""",2: Remove Director/Withhold Votes; Other (Reopen the Nomination Window),-41.8471,6.82E+08,6.8,Start: 2021-05-27. UTC: 2021-05-27T20:17:40.000Z,2021,5,27,Core Activist,46403166,0.130446,25.75006,-41.9229,-24.8376,-43.1644,25.3539,-43.1498,Call for Meeting; Activist Lawsuit; Formal Proposal (Non-Proxy Fight); Letter to Company
Adamis Pharmaceuticals Corp,ADMP US Equity,ADMP US,Jerald A Hammann,1: Board Control,-36.4323,1.02E+08,0.00067,Start: 2021-06-01. UTC: 2021-06-01T14:07:15.000Z,2021,6,1,Occasional Activist,686.7044,1.554329,-36.0837,-37.4052,-34.7738,-28.1071,-35.0339,-29.1224,Formal Notice for Proxy Fight; Activist Lawsuit
Psychemedics Corp,PMD US Equity,PMD US,Montana Advisors Ltd,3: Return Capital/Buybacks; Sale of Company; Strategic Review,-3.1164,3.65E+07,,Start: 2021-06-01. UTC: 2021-06-01T19:06:00.108Z,2021,6,1,Secondary Focus,,4.090909,-3.1164,-6.92405,-3.1164,-2.0666,-2.0666,-5.91991,Letter to Company
Cornerstone OnDemand Inc,CSOD US Equity,CSOD US,Clearlake Capital Group LP,Discussions only,30.77798,2.91E+09,8.3,Start: 2021-06-01. UTC: 2021-06-01T20:02:16.000Z,2021,6,1,Occasional Activist,2.42E+08,6.460419,30.77798,22.84188,30.77798,24.61927,24.61927,16.84769,
American Bio Medica Corp,ABMC US Equity,ABMC US,John J Moroney,2: Management Changes; Other (Increases size of the board of directors),-19.0645,2.62E+06,6.2,Start: 2021-06-01. UTC: 2021-06-01T21:29:16.000Z,2021,6,1,Occasional Activist,162471,1.415094,-60.6918,-20.1938,-19.0645,-24.5008,-61.5295,-25.4667,
Dropbox Inc,DBX US Equity,DBX US,Elliott Investment Management LP,Discussions only,-0.74599,1.08E+10,10,Start: 2021-06-02. UTC: 2021-06-02T16:07:19.102Z,2021,6,2,Core Activist,8.53E+08,3.916449,-19.8433,-4.48672,-0.74599,-12.8638,-20.681,-16.4308,
Chico's FAS Inc,CHS US Equity,CHS US,Barington Capital Group LP,2: Board Representation; Strategic Review,22.11896,6.59E+08,2,Start: 2021-06-07. UTC: 2021-06-07T12:00:11.475Z,2021,6,7,Core Activist,13189990,6.877324,-7.43494,14.26087,18.43875,19.19178,-7.20453,11.25409,Letter to Company
1847 Goedeker Inc,POL US Equity,GOED US,Kanen Wealth Management LLC,2: Board Representation; Board Control,-21.9745,3.05E+08,6.6,Start: 2021-06-08. UTC: 2021-06-08T10:02:05.000Z,2021,6,8,Core Activist,20148355,4.77707,-46.4968,-25.5319,-21.9745,,-45.2695,-37.3817,Formal Notice for Proxy Fight
Liberated Syndication Inc,LSYN US Equity,LSYN US,Hudson Executive Capital LP,Discussions only,-5.06329,1.05E+08,6.8,Start: 2021-06-08. UTC: 2021-06-08T12:32:44.000Z,2021,6,8,Core Activist,7141598,11.39241,-5.06329,-14.7727,-5.06329,-10.2174,-10.2174,,
Marizyme Inc,MRZM US Equity,MRZM US,Marine Bio SpA,3: Other (Company must hold a shareholder meeting as soon as possible); Other (Appoint a permanent CEO); Board Representation,-76.5258,7.65E+07,6.42,Start: 2021-06-08. UTC: 2021-06-08T17:01:38.000Z,2021,6,8,Occasional Activist,4913033,-34.2723,4.225352,-64.2857,-57.6895,-76.9356,5.452641,-64.6757,Letter to Company; Threaten Fight
Bowl America Inc,BWL/A US Equity,BWL/A US,InterTech Group Inc/The,2: Oppose Merger (Target); Other (Explore business combination),1.136364,4.54E+07,7.5,Start: 2021-06-10. UTC: 2021-06-10T15:20:06.000Z,2021,6,10,Secondary Focus,2472660,0.385227,1.136364,0.748254,1.136364,-5.27813,-5.27813,-5.1685,Letter to Company; Activist Lawsuit
Comtech Telecommunications Corp,CMTL US Equity,CMTL US,Outerbridge Capital Management LLC,6: Sale of Company; Strategic Review; Board Representation; Break Up; Strategic Review; Other (To inspect books and records),-39.6856,5.66E+08,1,Start: 2021-06-14. UTC: 2021-06-14T13:00:00.034Z,2021,6,14,Secondary Focus,5656972,9.124424,-57.1231,-44.7288,-28.5044,-32.5061,-46.3568,-37.3582,Formal Notice for Proxy Fight; Letter to Company
Navidea Biopharmaceuticals Inc,NAVB US Equity,NAVB US,John K Scott Jr,2: Board Representation; Other (Increase the size of the board to 7 members),-87.225,5.81E+07,32.8,Start: 2021-06-15. UTC: 2021-06-15T15:47:12.000Z,2021,6,15,Occasional Activist,19040662,-0.5,-61.5,-87.1608,-67.132,-87.1669,,-87.3006,Letter to Company
Servotronics Inc,SVT US Equity,SVT US,Montana Advisors Ltd,2: Sale of Company; Strategic Review,40.25192,1.96E+07,,Start: 2021-06-16. UTC: 2021-06-16T14:06:00.155Z,2021,6,16,Secondary Focus,,3.45002,40.25192,35.57457,40.25192,52.65473,52.65473,47.50383,Letter to Company
Geopark Ltd,GPRK US Equity,GPRK US,"Gerald Eugene O'Shaughnessy ""Gerry""",3: Strategic Review; Board Representation; Sale of Company,-19.798,8.48E+08,10.7,Start: 2021-06-18. UTC: 2021-06-18T10:00:00.124Z,2021,6,18,Occasional Activist,90772936,-3.09353,0.344078,-17.2377,-18.5699,-12.7213,12.04164,-11.3921,Letter to Company; Formal Proposal (Non-Proxy Fight)
Whiting USA Trust II,WHZT US Equity,WHZT US,Olesen Capital Management LLC,Stake Only 13D: No Public Activism,36.28572,6.72E+06,5.2,Start: 2021-06-21. UTC: 2021-06-21T13:00:49.000Z,2021,6,21,Secondary Focus,349232,-9.56164,4.294991,50.69461,36.28572,30.21386,-0.03637,46.09228,
Rocky Mountain Chocolate Factory Inc,RMCF US Equity,RMCF US,Global Value Investment Corp,2: Board Control; Support Management,-12.4161,3.66E+07,5.03,Start: 2021-06-21. UTC: 2021-06-21T13:00:54.000Z,2021,6,21,Secondary Focus,1840557,10.03344,24.59119,-20.4025,-6.97765,,32.92382,-21.0452,Formal Notice for Proxy Fight
New Relic Inc,NEWR US Equity,NEWR US,Engaged Capital LLC,Discussions only,3.331422,4.46E+09,1.81,Start: 2021-06-25. UTC: 2021-06-25T11:00:00.100Z,2021,6,25,Core Activist,80757986,-0.57192,-22.6766,3.925793,1.815001,3.681252,-15.6833,4.608048,
Houston American Energy Corp,HUSA US Equity,HUSA US,Ault Alliance Inc,1: Other (Explore business combination),-53.629,2.46E+07,9.9,Start: 2021-07-01. UTC: 2021-07-01T10:07:28.000Z,2021,7,1,Secondary Focus,2436380,-9.67742,83.87096,-48.6607,-53.629,-61.2444,93.55802,-55.71,
Overseas Shipholding Group Inc,OSG US Equity,OSG US,Saltchuk Resources Inc,1: Acquire Company,68.09524,1.82E+08,17.5,Start: 2021-07-02. UTC: 2021-07-02T10:01:59.000Z,2021,7,2,Occasional Activist,31922398,37.14286,-4.76191,22.56944,33.38842,69.69768,5.400275,24.91683,Unsolicited Bid; Letter to Company
Geopark Ltd,GPRK US Equity,GPRK US,Manchester Financial Group LP,1: Support 3rd Party Activist,-2.51498,7.90E+08,3.376,Start: 2021-07-02. UTC: 2021-07-02T13:00:00.113Z,2021,7,2,Occasional Activist,26682716,0.463321,-2.51498,-2.96456,-2.51498,,7.647203,7.877768,
Codorus Valley Bancorp Inc,CVLY US Equity,CVLY US,Driver Management Co LLC,6: Sale of Company; Strategic Review; Board Representation; Other (To inspect Books and Records); Independent Chair; Management Changes,7.130221,1.99E+08,6.27,Start: 2021-07-06. UTC: 2021-07-06T20:56:38.000Z,2021,7,6,Secondary Focus,12478259,3.970223,15.00107,3.03933,3.92489,9.284188,23.83337,5.52102,Formal Notice for Proxy Fight; Letter to Company; Threaten Fight; Activist Lawsuit
Friedman Industries Inc,FRD US Equity,FRD US,Ault Alliance Inc,1: Other (Explore business combination),-41.0387,8.83E+07,5.51,Start: 2021-07-09. UTC: 2021-07-09T21:07:55.000Z,2021,7,9,Secondary Focus,4866107,-1.09375,-40.8269,-40.3867,-41.0387,-38.5526,-29.4967,-37.5652,
Oxbridge Re Holdings Ltd,OXBR US Equity,OXBRU US,Activist Investing LLC,Discussions only,8.059702,1.92E+07,9.9,Start: 2021-07-13. UTC: 2021-07-13T20:05:00.015Z,2021,7,13,Core Activist,1901543,5.671642,-4.77612,2.259887,8.059702,14.89149,7.194071,9.211421,
Tax-Free Fixed Income Fund IV for Puerto Rico Residents Inc,PRFIFI4 US Equity,PRFIFI4 US,Ocean Capital LLC,3: Board Representation; Other (Charter/Bylaw Amendment); Realize NAV,,,4.91,Start: 2021-07-19. UTC: 2021-07-19T11:46:15.000Z,2021,7,19,Occasional Activist,,,,,,,,,Formal Notice for Proxy Fight
Tax-Free Fixed Income Fund V for Puerto Rico Residents Inc,PRFIFI5 US Equity,PRFIFI5 US,Ocean Capital LLC,3: Board Representation; Other (Charter/Bylaw Amendment); Realize NAV,,,4.68,Start: 2021-07-19. UTC: 2021-07-19T11:49:35.000Z,2021,7,19,Occasional Activist,,,,,,,,,Formal Notice for Proxy Fight
Electromed Inc,ELMD US Equity,ELMD US,Summers Value Partners LLC,1: Board Representation,-9.17667,1.01E+08,5.6,Start: 2021-07-19. UTC: 2021-07-19T20:41:59.000Z,2021,7,19,Occasional Activist,5639889,0.428816,-24.9571,-9.56447,-5.34153,-8.93937,-19.3054,-7.8342,Formal Notice for Proxy Fight
Equus Total Return Inc,EQS US Equity,EQS US,Activist Investing LLC,Stake Only 13D: No Public Activism,-6.53061,3.31E+07,5.1,Start: 2021-07-20. UTC: 2021-07-20T12:30:00.025Z,2021,7,20,Core Activist,1689095,-1.22449,-12.2449,-5.3719,-6.53061,1.654785,-6.59315,4.187522,
TransAct Technologies Inc,TACT US Equity,TACT US,325 Capital LLC,Stake Only 13D: No Public Activism,-32.4448,1.18E+08,6.4,Start: 2021-07-20. UTC: 2021-07-20T21:24:34.000Z,2021,7,20,Secondary Focus,7533926,-0.9901,-67.3267,-31.7692,-32.4448,-36.7521,,-35.2239,
Navios Maritime Partners LP,NMM US Equity,NMM US,Mrmp Managers LLC,2: Return Capital/Buybacks; Management Changes,11.60707,5.51E+08,5.8,Start: 2021-07-22. UTC: 2021-07-22T15:53:28.000Z,2021,7,22,Occasional Activist,31324077,1.015228,-1.92045,10.48539,10.32283,20.04688,5.85354,19.11645,Letter to Company
Harte Hanks Inc,HHS US Equity,HRTH US,JCP Investment Management LLC,Stake Only 13D: No Public Activism,7.318818,4.10E+07,5,Start: 2021-07-22. UTC: 2021-07-22T20:01:24.000Z,2021,7,22,Core Activist,2050065,-2.43744,106.8326,10,7.318818,5.489766,114.7992,9.197987,
Monmouth Real Estate Investment Corp,MNR US Equity,MNR US,Starwood Capital Group LLC,2: Oppose Merger (Target); Acquire Company,12.60846,1.86E+09,0.0001,Start: 2021-07-27. UTC: 2021-07-27T21:25:00.000Z,2021,7,27,Occasional Activist,1864.793,-0.21086,12.60846,12.84641,12.60846,12.16908,12.16908,12.38915,Formal Notice for Proxy Fight; Letter to Company; Unsolicited Bid
PharmChem Inc,PCHM US Equity,PCHM US,Eriksen Capital Management LLC,1: Board Control,-48.7097,3.22E+07,24.9,Start: 2021-07-28. UTC: 2021-07-28T21:16:23.279Z,2021,7,28,Secondary Focus,8015136,0,-46.3636,-48.7097,-32.0373,-45.2332,-41.6097,-44.8176,Formal Notice for Proxy Fight; Activist Lawsuit
LM Funding America Inc,LMFA US Equity,LMFA US,Activist Investing LLC,Stake Only 13D: No Public Activism,28.33333,2.27E+07,5.2,Start: 2021-07-29. UTC: 2021-07-29T20:05:00.096Z,2021,7,29,Core Activist,1182480,4.523809,-75.7143,22.77904,28.33333,26.49513,,20.39526,
Kansas City Southern,KSU US Equity,KSU US,Canadian Pacific Railway Ltd,2: Oppose Merger (Target); Acquire Company,11.41437,2.40E+10,0.000045,Start: 2021-07-29. UTC: 2021-07-29T20:17:56.000Z,2021,7,29,Occasional Activist,10807.42,1.43171,11.41437,9.841751,11.41437,5.2,5.2,3.058359,Formal Notice for Proxy Fight; Letter to Company; Unsolicited Bid
LCNB Corp,LCNB US Equity,LCNB US,John C Lame,1: Board Representation,22.84483,2.12E+08,5.13,Start: 2021-07-30. UTC: 2021-07-30T15:38:33.000Z,2021,7,30,Occasional Activist,10889215,0.238095,-3.52132,22.55304,22.84483,22.1222,1.642643,21.29081,
JAKKS Pacific Inc,JAKK US Equity,JAKK US,Benefit Street Partners LLC,Stake Only 13D: No Public Activism,52.56944,9.21E+07,14.4,Start: 2021-08-02. UTC: 2021-08-02T20:31:56.000Z,2021,8,2,Occasional Activist,13262357,0.625,71.25,51.62181,51.02629,53.50846,,53.36693,
Switch Inc,SWCH US Equity,SWCH US,Elliott Investment Management LP,Stake Only: 1 Board Seat Granted,70.46622,4.91E+09,11,Start: 2021-08-05. UTC: 2021-08-05T20:05:11.806Z,2021,8,5,Core Activist,2.93E+08,19.74397,68.4536,42.35892,49.26812,78.27908,73.48181,50.33684,
Covanta Holding Corp,CVA US Equity,CVA US,Ecofin Advisors Ltd,2: Oppose Merger (Target); Sale of Company,1.855767,2.66E+09,1.7,Start: 2021-08-05. UTC: 2021-08-05T20:15:00.282Z,2021,8,5,Occasional Activist,45155288,0.150225,1.855767,1.702984,1.855767,-1.73615,-3.7244,-1.70345,Letter to Company
Delaware Investments Minnesota Municipal Income Fund II Inc,VMM US Equity,VMM US,Saba Capital Management LP,Stake Only 13D: No Public Activism,-2.28816,1.76E+08,10,Start: 2021-08-06. UTC: 2021-08-06T21:09:30.000Z,2021,8,6,Secondary Focus,17611300,0.353357,,-2.63221,-2.28816,-2.58818,,-3.01901,
Green Plains Inc,GPRE US Equity,GPRE US,Ancora Advisors LLC,4: Board Representation; Declassify Board; Sale of Company; Strategic Review,-9.82754,1.96E+09,6.9,Start: 2021-08-09. UTC: 2021-08-09T21:27:44.000Z,2021,8,9,Core Activist,1.35E+08,1.012866,9.307419,-10.7317,-5.9175,-5.61507,12.92271,-6.42425,Letter to Company
Highland Income Fund,HFRO US Equity,HFRO US,"Phillip F Goldstein ""Phil""",4: Other (Current investment advisory agreement should be terminated); Realize NAV; Strategic Review; Oppose Other Transaction (Opposes conversion of HFRO from a closed-end fund to a holding company),8.539334,9.86E+08,0.0322,Start: 2021-08-10. UTC: 2021-08-10T20:01:50.000Z,2021,8,10,Occasional Activist,317514.5,0.469925,19.75491,8.031667,7.510558,23.2647,23.5079,22.97039,
Landmark Infrastructure Partners LP,LMRK US Equity,LMRK US,Becker Boards LLC,1: Break Up,15.91553,3.67E+08,2.15,Start: 2021-08-11. UTC: 2021-08-11T18:01:00.114Z,2021,8,11,Occasional Activist,7891392,0.069444,15.91553,15.83509,15.91553,9.491149,10.57455,9.676974,Letter to Company
FedNat Holding Co,FNHCQ US Equity,FNHC US,Hale Partnership Capital Advisors LLC,Discussions only,-99.9589,3.82E+07,11.5,Start: 2021-08-11. UTC: 2021-08-11T19:04:15.000Z,2021,8,11,Secondary Focus,4392977,7.762557,-84.1416,-99.9619,-98.9998,-95.6514,-80.3886,-95.415,
Superior Industries International Inc,SUP US Equity,SUP US,Mill Road Capital Management LLC,Stake Only 13D: No Public Activism,-41.866,2.18E+08,5.6,Start: 2021-08-16. UTC: 2021-08-16T21:27:14.000Z,2021,8,16,Secondary Focus,12222470,-4.1866,-30.7416,-39.3258,-27.639,-36.6057,-27.5804,-34.7332,
Fiserv Inc,FISV US Equity,FISV US,ValueAct Capital Management LLC,Discussions only,2.363031,7.57E+10,1.21,Start: 2021-08-19. UTC: 2021-08-19T17:41:23.545Z,2021,8,19,Core Activist,9.16E+08,1.741642,-4.18344,0.610752,1.407308,5.937488,-1.71255,4.312506,
